xdata ydata 
0.0 0.022766583101946573 
0.01 0.005540865922076568 
0.02 0.008391545905793838 
0.03 0.005676406205132666 
0.04 0.0077750848996063155 
0.05 0.0006463320128164453 
0.06 -0.0025930877277776983 
0.07 0.011021274753606015 
0.08 -0.00948486075037155 
0.09 0.015461957883321064 
0.1 0.015617596297859936 
0.11 0.008335958539732086 
0.12 0.017184931873149935 
0.13 0.011711023727977516 
0.14 0.012926850559059138 
0.15 0.03167515000831975 
0.16 0.028293708635766152 
0.17 0.046553421372552584 
0.18 0.05521902965266856 
0.19 0.04260109148508991 
0.2 0.04310145099620939 
0.21 0.058647050154744605 
0.22 0.034029309103527895 
0.23 0.0427263999429276 
0.24 0.05554512012649589 
0.25 0.06426168823700905 
0.26 0.06675930626005826 
0.27 0.07135273219075103 
0.28 0.08109302106547248 
0.29 0.07945163814262446 
0.3 0.08877539713848248 
0.31 0.09075351345683076 
0.32 0.08837929718705416 
0.33 0.09078686754205766 
0.34 0.0937418451394853 
0.35000000000000003 0.11026970810012818 
0.36 0.10968592697768795 
0.37 0.13109004039533387 
0.38 0.12146872413977848 
0.39 0.14056825436185943 
0.4 0.1196628046750532 
0.41000000000000003 0.13384269890748585 
0.42 0.12672344132102514 
0.43 0.14030548221643724 
0.44 0.15287198007651415 
0.45 0.14678639298319854 
0.46 0.15161896798403873 
0.47000000000000003 0.16105183298943962 
0.48 0.17733349074719867 
0.49 0.15762320702475613 
0.5 0.15987401672936175 
0.51 0.16671082089394557 
0.52 0.17418758487692632 
0.53 0.17217636445949666 
0.54 0.18410033529014458 
0.55 0.1911484248656467 
0.56 0.17780929052952169 
0.5700000000000001 0.20427401979595214 
0.58 0.18202362584007425 
0.59 0.19959534839489174 
0.6 0.20055803976741307 
0.61 0.21764174658418214 
0.62 0.19970343799437715 
0.63 0.20752053820050276 
0.64 0.21398418409852013 
0.65 0.2195927701261053 
0.66 0.21321868355725762 
0.67 0.23235514728513326 
0.68 0.21010827474831417 
0.6900000000000001 0.21481447286324826 
0.7000000000000001 0.22508667021258516 
0.71 0.21977823592277396 
0.72 0.21671087309292592 
0.73 0.24318355812360826 
0.74 0.24114697821888753 
0.75 0.2173712553858446 
0.76 0.24602389250092277 
0.77 0.24997453661930122 
0.78 0.23339094595765375 
0.79 0.2552940991122482 
0.8 0.23428241986498616 
0.81 0.24465294057628856 
0.8200000000000001 0.24960468926494242 
0.8300000000000001 0.2572011419692414 
0.84 0.2585405666086013 
0.85 0.25920810663976723 
0.86 0.2522401054953004 
0.87 0.2744723642581621 
0.88 0.2691604183759791 
0.89 0.261065687549748 
0.9 0.26283067960642187 
0.91 0.2814540232550486 
0.92 0.2770043247961783 
0.93 0.2659676546769433 
0.9400000000000001 0.2722495234165821 
0.9500000000000001 0.2861329994563487 
0.96 0.2628240839564717 
0.97 0.27404110173825047 
0.98 0.2892982686464241 
0.99 0.27483945280321753 
